RED,GREEN,BLUE,NUMERO
128.996975,132.10655,116.1552,20643
122.71135,137.41765,126.968125,25061
153.6087,127.791125,146.40115,21303
172.445225,173.40545,159.045075,19553
159.33755,163.241775,156.819425,17208
107.195525,107.5305,94.98815,17736
165.110575,157.715675,133.50105,12467
159.658225,172.1141,154.327675,22026
199.567375,197.656825,187.998975,10854
184.0734,176.198575,168.68975,10840
211.5908,205.44125,199.9088,8631
160.2657,102.88495,83.14065,7139
204.06645,178.1524,153.324775,21462
176.835225,169.1995,129.30085,12995
179.742325,142.40875,122.971125,25128
151.0946,132.1766,109.65815,18242
138.425675,137.9496,124.83195,20126
148.36815,134.449975,119.388675,22243
191.4388,179.545825,175.25235,22257
178.441025,159.3305,130.55855,26467
158.65985,157.063125,155.0853,22150
176.663175,166.8942,135.30855,12719
200.98205,161.263775,97.136125,12982
191.98485,167.289875,140.3386,17662
190.029975,177.528325,147.820125,16837
131.733525,104.762675,80.387425,22869
169.643125,156.40795,131.94895,24087
198.834225,169.26645,149.42655,15228
152.034175,143.095425,132.32095,20768
171.3248,129.101525,77.376375,28701
154.97515,151.9996,142.48755,19669
127.788775,85.33955,66.648575,16942
153.240825,154.322425,138.7298,18317
184.181875,154.7955,132.717725,25550
151.334575,136.257025,112.296875,25866
104.217825,95.550475,101.115625,22469
164.570875,163.6213,147.307875,17494
141.167075,157.18355,159.59575,23766
175.42465,187.6996,195.31665,12946
126.8427,121.928275,122.12455,16285
166.1916,167.56225,165.405525,16472
155.436025,142.84415,109.365325,17972
158.86395,141.04405,154.476075,19937
142.0359,146.198625,141.52355,24252
188.535525,200.583425,182.221975,20567
226.6891,187.3369,167.844225,27279
112.7284,111.167775,94.045075,16746
143.534525,149.016925,144.487625,14603
120.22285,103.887825,64.488725,30296
206.2686,179.44845,144.414925,4550
156.3284,141.712975,132.5547,20534
176.0609,164.5884,154.13325,21206
130.6468,139.251575,126.77285,20338
107.758,95.553,83.3363,15465
108.97325,123.086875,106.1138,34121
151.50805,131.89105,103.82555,14369
130.48625,119.295875,105.630075,19507
144.32615,149.4771,149.24515,20675
118.467,109.6745,106.764825,19109
166.6885,160.1854,150.71185,24038
140.8525,135.9149,123.419625,18717
229.5434,210.240275,204.238375,12924
169.9883,170.4011,169.470075,5061
146.380675,137.68945,113.9003,28506
170.853425,142.144925,95.680425,20431
135.477325,120.59845,105.153475,16816
144.133725,138.037925,135.293475,21104
162.5375,122.01705,56.8454,10611
180.620075,174.851225,145.71965,17888
131.654475,139.983,111.7899,24253
151.039275,151.173625,138.563775,25022
191.851475,187.43615,191.78645,15004
173.84155,153.93275,92.30235,30273
158.5925,151.05595,145.63615,18932
136.102825,122.25785,95.391225,19352
148.8994,152.991075,136.025775,20991
96.899225,89.561,93.10305,15479
180.56085,162.7591,135.81335,16545
130.983225,126.1438,107.55795,14658
150.208475,152.02815,141.88875,18057
151.6022,144.758475,118.83645,30721
168.542675,163.10995,147.12605,18495
139.94255,122.858725,92.602325,21835
189.667925,187.724775,174.959225,6245
153.835125,158.15905,155.752725,20445
200.0137,184.0297,136.75585,29708
171.46475,182.3901,190.793625,13570
164.78055,154.869725,153.289,14761
110.0787,120.008625,133.227525,23601
206.5052,198.360475,189.42935,6005
121.127625,111.88455,88.250775,21839
147.4985,137.279775,102.420075,14421
143.009275,124.9165,106.026925,20837
156.815875,150.174125,133.42355,24936
159.402575,156.549075,149.64445,19361
107.912075,102.02915,104.340125,19399
149.7941,137.919725,119.429125,18686
90.490625,81.8597,55.470675,27412
192.08795,192.08795,192.08795,256
153.222775,138.84945,103.3195,28928
165.1238,159.9703,150.825075,18267
175.1835,182.0804,165.3652,12995
149.842075,140.498825,124.539025,15014
123.877025,124.535525,102.6257,23610
147.470675,139.12435,120.5694,17894
135.709375,144.544275,137.822925,24059
126.41155,131.92605,127.5912,24149
150.762775,152.059575,159.442325,25708
99.642925,131.53255,145.73805,22154
155.839025,155.056275,152.753425,20280
188.942425,171.640925,147.305025,26180
153.044325,146.71145,131.750725,17649
158.4139,146.860125,134.34,20429
95.64955,121.57415,110.122525,19778
184.125475,158.512025,121.043725,14953
139.557125,140.9529,146.723725,23693
180.620075,174.851225,145.71965,17888
143.054825,134.382325,129.6533,29415
133.521925,125.9755,95.902875,18221
176.387025,156.44915,125.680825,7984
82.381075,91.301125,88.68805,24051
147.1133,147.238025,121.477975,22322
139.701275,145.310525,139.736325,27100
198.5787,194.5088,195.915425,9592
192.552125,179.546675,167.031325,14614
140.66355,127.20555,101.91485,24470
166.656925,122.22895,90.39235,33401
153.203775,101.857075,79.82535,11126
186.1863,179.722075,170.3806,23308
141.24405,120.82565,125.76555,24585
159.678025,171.271375,164.4475,18082
137.041975,127.7899,123.943675,20039
74.417075,63.795,56.819325,16989
98.40905,115.2983,119.3722,19591
130.0717,144.674425,139.270325,22938
159.907275,160.5874,102.346575,26494
167.383175,169.070525,163.96895,18836
135.579475,128.406975,131.19045,24720
204.39495,178.851075,168.5669,11387
156.591075,156.0213,121.058775,25389
205.853375,179.31835,140.74515,4566
185.4991,168.6687,134.52865,19343
180.620075,174.851225,145.71965,17888
143.023525,133.855925,122.87275,10329
109.66765,118.316575,105.644225,18674
140.666475,144.28545,150.306225,24246
108.64865,107.381575,98.878525,16614
134.077625,122.2592,99.157875,25432
170.969575,165.439375,167.5239,10522
131.712275,135.310475,120.724125,21189
91.344675,86.712525,74.575525,24632
186.1863,179.722075,170.3806,23308
182.689725,178.439075,161.994,25878
198.1893,182.882425,148.072975,18516
140.305875,133.33375,130.66295,30447
164.032,164.91775,142.535825,18106
196.9675,183.436475,171.11645,12230
206.8595,160.164575,159.808925,21185
125.224325,119.308975,124.20675,20099
192.29665,186.609825,182.210225,11272
130.16495,121.070975,99.3898,20040
123.94605,100.53635,66.7299,31741
145.1148,147.36115,132.847175,13018
155.400425,154.3366,131.978375,24632
206.800775,201.226625,181.162725,18192
215.096825,204.579475,189.775625,11798
182.475825,161.84545,104.848725,18699
186.307875,170.647625,129.282925,15796
178.327025,174.404925,155.557625,13671
163.536025,164.119325,159.92105,18601
181.35455,173.744375,141.852175,26586
147.5769,158.70235,147.35055,20267
138.7181,129.70905,115.5774,20665
129.5987,120.73965,131.70355,20633
151.697025,136.598075,113.427775,20744
162.2022,161.9252,150.157275,26435
145.6644,146.434725,102.447525,27332
124.357425,138.650675,136.412925,20264
160.909375,161.677375,144.382425,29694
119.2733,103.264075,59.79085,21086
150.97125,167.77075,182.978775,20246
112.063525,101.035525,87.817475,25093
201.6659,169.63195,132.750425,12206
180.156825,175.660725,160.84315,24921
140.9549,138.80835,109.923875,20387
128.01255,132.49805,120.141975,20605
163.300175,174.00405,148.728225,15722
167.76,167.759325,144.639375,19580
128.347475,146.3338,158.59725,25109
175.092,129.282375,90.26775,13863
129.173125,116.330775,79.364825,24298
184.122075,153.81895,120.121225,17536
161.016775,123.622625,75.6688,18035
188.775475,172.7687,161.28555,20891
181.1565,185.63365,181.813925,19095
135.104675,124.980525,104.84165,23884
189.12695,174.91725,172.48315,15958
190.0511,173.876375,141.735175,16094
172.0464,156.97725,136.249525,14989
198.308225,187.907075,162.526925,12848
156.20335,150.50165,144.028425,15682
145.960925,154.41195,141.781775,22691
128.403675,122.3616,107.444475,18887
157.334675,143.187725,122.8963,13902
84.491875,84.491875,84.491875,256
194.94305,185.386175,136.1011,28048
180.620075,174.851225,145.71965,17888
165.59035,159.201175,147.57365,22937
164.465025,164.8929,145.7986,23356
146.04915,135.7151,110.418025,23302
139.686725,151.20815,155.067125,22380
171.455075,165.5623,156.819075,18363
150.221225,138.385725,115.585825,26080
182.689725,178.439075,161.994,25878
190.84755,192.445025,194.894525,15112
141.6609,127.017025,110.99775,20876
139.593325,124.7647,107.4035,16799
99.918175,85.391,90.553025,25954
147.8218,124.216,83.677575,31835
145.659525,146.490625,151.31425,24036
183.27405,176.214,172.215425,18325
150.41955,151.492375,129.6883,17559
131.0721,123.5522,115.0653,17932
179.56825,179.22235,172.262725,7529
169.874925,162.7361,149.47045,17525
97.293325,100.694175,96.5205,17009
183.442225,174.043,164.42535,22856
166.996475,161.23895,116.8173,20205
164.820775,150.79545,122.362525,26587
167.609625,175.780425,181.7461,13341
208.4784,192.2905,176.89825,14690
138.784075,142.049175,144.687425,18754
166.772325,168.533875,162.018225,20030
89.13995,90.562525,102.6913,18340
175.67315,169.918675,156.82365,18060
181.533125,184.626175,178.1511,10139
150.952975,151.73335,139.30925,29781
158.5083,156.663575,136.3382,21667
120.56425,133.139125,133.17185,18943
172.4395,151.098425,127.84175,27751
137.306025,136.8453,133.732875,18501
190.223,176.140425,164.903675,22469
138.100525,122.55075,101.602425,21372
172.4002,162.315275,140.27005,21232
109.2362,101.25825,111.7946,22386
168.51815,169.0385,151.83605,20017
152.53235,125.020225,81.2778,26139
138.315025,161.0832,170.828875,21443
81.735675,68.97075,54.59445,21366
165.1637,169.03945,164.690375,21182
151.12485,139.431825,127.960175,20802
177.524275,159.622725,107.290425,27264
151.827075,150.62755,151.24935,19635
183.90975,163.998125,139.23735,17355
128.7864,126.8358,117.706925,16546
171.4346,153.742725,148.90375,21254
143.90795,132.22695,131.317475,17881
111.987175,114.490575,109.880025,20565
138.2018,135.319625,116.582625,15422
114.8619,110.0796,98.881825,16280
105.747975,99.7214,97.1308,7638
197.193925,163.334175,93.356275,24013
107.24585,104.6235,105.872275,19839
140.427525,152.335325,124.75065,26714
152.113325,150.5155,133.164075,16902
174.5481,181.430175,190.1021,12094
135.40605,136.4838,128.065675,17938
168.653375,164.639975,160.9227,22584
178.340775,173.793825,160.96955,9751
166.49515,152.76015,146.394,16281
108.38105,101.6769,92.14875,21189
129.48595,122.657325,113.6779,15557
91.6087,91.04895,82.5455,19277
236.00245,235.225225,230.8409,1711
149.062025,161.28945,167.517875,18494
114.069225,128.6973,129.239725,20926
134.124025,134.429875,112.04555,19615
145.45685,146.37165,140.00105,18295
155.7313,157.22585,142.51395,21907
166.31715,172.743875,151.444375,21912
149.0458,154.2142,135.61335,23311
146.288225,150.631675,140.86855,25136
208.60775,186.39645,135.929725,11089
161.216375,140.982025,113.0398,22309
151.386325,144.9505,122.865625,21077
120.5612,112.6744,92.694425,15101
152.08375,157.07105,130.875775,20429
165.56335,143.244675,133.526825,23818
133.380275,129.14255,117.332475,17836
139.735575,139.687075,135.605825,22904
92.5829,102.608625,102.12795,15999
157.65965,142.730375,89.663675,18447
191.60265,194.699875,201.788325,14385
117.26455,136.058425,132.42895,22770
159.54515,145.12365,131.5866,16294
218.512475,213.040625,196.216425,10921
118.37345,137.37805,141.287425,26356
183.81575,115.609575,59.021025,14760
185.613925,183.879175,159.028775,22194
175.91285,168.39825,158.578775,20523
159.57375,118.674975,51.934975,24479
163.624775,162.484425,159.882275,17077
106.43965,107.616475,100.01705,20334
203.766025,192.4317,176.287225,6626
203.760725,182.8071,158.69335,17453
196.515875,194.03205,193.6602,10452
137.4958,135.0325,114.573225,18642
221.2201,219.5421,214.524675,10944
154.880075,117.26905,87.54055,26845
187.5388,187.525575,180.85895,21327
223.695675,219.05955,210.768225,10247
132.662025,124.447825,105.554125,18586
170.52795,184.69525,191.820675,12395
130.171575,129.744325,128.397075,26577
